%Time Yaw(Deg):
1,-129.890549501981
2,-119.183522270268
3,-110.953994213621
4,-106.096022464513
5,-92.897471862563
6,-82.662703608829
7,-83.885191228680
8,-98.492865687083
9,-131.692760365193
10,-126.920030171352
11,-109.969174153350
12,-150.886858651264
13,-144.405916280671
14,-147.519160220215
15,-144.277971872441
16,-116.173762504024
17,-111.339240157530
18,-121.974394886634
19,-128.857238854557
20,-134.040109471504
21,-130.711197217088
22,-149.139326001511
23,-147.052291324096
24,-135.175625192905
25,-122.073844491511
26,-104.390330983561
27,-115.007186247397
28,-144.987966305558
29,-136.667245824479
30,-147.185622401883
31,-146.070943468495
32,-125.113178165565
33,-73.260737289870
34,-62.957474848696
35,-87.685084512167
36,-115.764367928912
37,-112.435467450892
38,-78.915247832228
39,-78.491415484335
40,-38.046789524099
41,-22.098191270023
42,-23.770113560565
43,-20.743423962238
44,-26.774458132710
45,-24.870896531279
46,-15.611290240466
47,-44.045122205436
48,-95.305667152968
49,-73.786321045276
50,-120.691028159125
51,168.124622976084
52,122.745586440439
53,108.372114933762
54,101.112330766620
55,109.331399918011
56,115.892285465432
57,118.623239355966
58,120.033500254558
59,120.857694180371
60,107.311011583253
61,109.151046567357
62,106.974877748969
63,99.576212182252
64,107.131855351075
65,89.423598887118
66,99.850587101566
67,89.501278367902
68,115.012469378564
69,121.924149203484
70,110.629088571286
71,95.308511320761
72,125.107722788909
73,157.511011977105
74,151.909203432500
75,128.716942773891
76,-151.338928719840
77,-149.730785610818
78,158.436455461439
79,144.242092844831
80,159.698114510757
81,142.812767127365
82,128.493466263938
83,155.232455112116
84,192.178028038833
85,-148.692989932405
86,-123.403825214501
87,-117.981643861305
88,-121.517201171590
89,-129.059713677369
90,-156.149830554564
91,-164.833448711861
92,-159.376155553906
93,-146.196464980496
94,-136.664610482269
95,-134.857018140003
96,-143.630317213339
97,-110.944481694460
98,-138.091845891281
99,-157.750086086802
100,-153.403108055071
101,192.445427679155
102,-138.851764459433
103,-101.619836565805
104,-59.682370944475
105,-69.302294973306
106,-96.563011484734
107,-134.718114489872
108,-141.794518888317
109,-119.208053320339
110,-110.428462261009
111,-125.233723518120
112,-148.936530692009
113,-151.224592160789
114,-137.121204688983
115,-119.970091428376
116,-115.984841128671
117,-130.991049730014
118,-134.844830114281
119,-153.021953742681
120,-151.840579158256
121,-142.420204018292
122,-155.366061546480
123,-149.617047836220
124,-93.636279232063
125,-114.356012697734
126,-156.593927715783
127,188.369011864430
128,-129.214255769844
129,-126.654268436455
130,-123.036306210649
131,-117.954054096092
132,-112.947022607420
133,-131.986412497075
134,-143.001506574812
135,-153.288514261821
136,-109.625864784519
137,-61.583158429018
138,-93.083733237503
139,58.191488528381
140,30.849974006783
141,38.213391847155
142,52.739264328232
143,23.096544517201
144,-25.549416402621
145,-79.112591195608
146,-67.982931798903
147,-32.360014620565
148,-26.800287923940
149,-26.124886582812
150,67.056472611161
151,67.989997321351
152,70.061180376297
153,83.484158737763
154,98.533196923728
155,122.284083122077
156,105.469791526562
157,111.620048547804
158,112.844028927496
159,114.050009950890
160,97.087471414681
161,94.612990501209
162,121.561568349531
163,119.462765607596
164,131.230290551798
165,151.352651657044
166,155.335518014048
167,150.627042503221
168,149.698562409792
169,147.731812786036
170,149.187211575563
171,148.115100962803
172,152.413305482774
173,155.169102111379
174,153.528523141032
175,159.944057221283
176,179.150360473019
177,-142.953576235234
178,-98.293008095200
179,-128.476396280008
180,-148.141007940803
181,-162.453175313820
182,-131.989509971068
183,-93.147198135146
184,-111.197098895006
185,-100.708472769261
186,-113.470702151129
187,-124.222068272882
188,-132.129108945430
189,-144.284095126606
190,-145.162017996098
191,-120.910080650662
192,-122.526170788698
193,-138.637024898210
194,-150.464378209258
195,-145.626124056045
196,-102.832427290030
197,-61.379452007449
198,-82.840134930091
199,-108.188287337149
200,155.686935127576
201,88.695366991138
202,59.216424827644
203,64.743855849582
204,43.746462517260
205,-67.757505774915
206,160.102320985914
207,83.550308903340
208,54.543312513288
209,54.521278039375
210,69.559655347203
211,52.019104906741
212,-127.674749055415
213,-96.046854822538
214,-80.290921072695
215,-102.501500280209
216,-123.626571011039
217,-154.796842287503
218,193.965416120248
219,174.780593194219
220,163.875667630536
221,156.216036248696
222,152.918494112407
223,150.578813958740
224,156.504847205350
225,151.728376118426
226,169.746449684848
227,182.863707687961
228,191.159994564876
229,193.460872343379
230,-165.710414849074
231,-160.510879964356
232,-158.784288510664
233,187.934712762649
234,147.218508863407
235,140.258190319415
236,135.272111143646
237,132.992494236893
238,145.874890567625
239,111.867462388252
240,82.515951404664
241,96.373312038840
242,103.988312285374
243,103.659204354502
244,110.722999625629
245,108.275326143037
246,131.124132234803
247,105.091142662539
248,45.294485153880
249,52.154010446039
250,76.551017324691
251,88.704109961651
252,161.354828587019
253,95.393619072784
254,56.491281153225
255,40.948895773811
256,22.858896510862
257,50.376012445607
258,40.320832069307
259,118.690021480359
260,126.155812278935
261,107.568935881530
262,91.330270569881
263,90.744856721422
264,90.279056489295
265,86.305463428253
266,84.034030947968
267,58.098374828912
268,71.357408946123
269,61.011475460312
270,73.098759327371
271,89.515276809326
272,111.163943113533
273,107.235238838665
274,108.914643147827
275,114.044791711292
276,108.875481467062
277,97.597567102661
278,87.350002488647
279,128.714198743990
280,120.302333832435
281,97.258942167103
282,94.936428882496
283,136.251094515693
284,129.623848594749
285,103.396990197056
286,114.661076867758
287,131.921406321496
288,118.114094633693
289,95.250993183994
290,83.197080926478
291,83.357328048798
292,86.132880561343
293,89.900068717067
294,74.552042443681
295,85.769202129720
296,54.751637836894
297,-18.579225811196
298,-161.033233513027
299,136.464410578339
300,109.126516589022
301,103.478196734861
302,92.344306884421
303,111.249805211178
304,113.559489294183
305,123.903591751775
306,119.635234621939
307,118.747877987024
308,108.554745408565
309,111.213412162831
310,107.548853945424
311,93.862711465674
312,107.819870707140
313,92.296061081645
314,85.500832096004
315,81.511498450974
316,118.038242148544
317,129.497471835327
318,107.161543247975
319,97.884804902315
320,116.626802265880
321,140.508057209292
322,143.911105121446
323,126.622565840174
324,159.591209400315
325,-153.718906954191
326,164.467157270802
327,141.674545752538
328,155.056256798441
329,148.526942710927
330,132.976405686302
331,129.627163440227
332,118.468637973147
333,115.847687222070
334,119.287794341657
335,97.288510697256
336,93.584609649825
337,128.566752216662
338,127.853709745783
339,119.761520374624
340,104.694112943157
341,94.212237790731
