%dE dN(m):
0.000,0.000000000000,-0.000000000000
0.900,-0.000000000044,-0.359636175205
2.200,-0.000000000013,-0.719272148650
3.000,-0.000000000055,-1.078562116813
3.600,-0.000000000081,-1.438197690820
4.350,-0.000000000150,-1.797833062415
4.950,-0.000000000073,-2.157468232502
5.600,-0.000000000029,-2.516757400847
6.250,-0.000000000038,-2.876392170645
6.800,-0.000000000166,-3.236026740231
7.400,-0.000000000134,-3.595661109620
7.850,-0.000000000066,-3.954949476138
8.500,-0.000000000106,-4.314583443396
9.200,-0.000000000141,-4.674217210025
9.750,-0.000000000134,-5.033850777875
10.350,-0.000000000149,-5.393484144936
10.850,-0.000000000099,-5.752771507906
11.400,-0.000000000193,-6.112404473215
11.950,-0.000000000134,-6.472037238016
12.550,-0.000000000209,-6.831669801689
13.100,-0.000000000093,-7.190956364993
13.700,-0.000000000093,-7.550588528035
14.300,-0.000000000093,-7.910220489447
14.800,-0.000000000123,-8.269852251140
15.350,-0.000000000025,-8.629138012525
16.050,-0.000000000224,-8.988769373748
16.550,-0.000000000095,-9.348400534053
17.150,-0.000000000107,-9.708031492918
17.700,-0.000000000155,-10.067662251752
18.300,-0.000000000034,-10.426947011060
18.800,-0.000000000070,-10.786577369325
19.350,-0.000000000093,-11.146207526583
19.850,-0.000000000193,-11.505837483719
20.300,-0.000000000104,-11.865121440486
21.000,-0.000000000074,-12.224750996326
21.600,-0.000000000163,-12.584380351953
22.100,-0.000000000135,-12.944009505912
22.650,-0.000000000177,-13.303638459370
23.200,-0.000000000238,-13.662921415850
23.700,-0.000000000052,-14.022549967731
24.200,-0.000000000083,-14.382178319681
24.800,-0.000000000060,-14.741806472784
25.350,0.000000000000,-15.101088627845
25.950,-0.000000000166,-15.460716376094
26.400,-0.000000000144,-15.820343926375
27.050,-0.000000000104,-16.179971276650
27.550,-0.000000000013,-16.539252630886
28.200,-0.000000000127,-16.898879577467
28.700,-0.000000000082,-17.258506325232
29.250,-0.000000000072,-17.618132873655
29.800,-0.000000000063,-17.977759219069
30.350,-0.000000000095,-18.337039571106
30.900,-0.000000000075,-18.696665515951
31.450,-0.000000000076,-19.056291261388
31.950,-0.000000000085,-19.415916804883
32.500,-0.000000000183,-19.775196354599
33.050,-0.000000000110,-20.134821497086
33.650,-0.000000000060,-20.494446440165
34.250,-0.000000000121,-20.854071182652
34.650,-0.000000000007,-21.213349930754
35.300,-0.000000000064,-21.572974271671
35.900,-0.000000000044,-21.932598410829
36.350,0.290236097547,-21.958187034270
37.050,0.580472195005,-21.958187001696
37.650,0.870708292391,-21.958186947655
38.200,1.160944390067,-21.958186871949
38.800,1.451180487560,-21.958186774434
39.400,1.741416584800,-21.958186655549
39.950,2.031652682331,-21.958186515000
40.550,2.321888780005,-21.958186352666
41.000,2.612124877134,-21.958186168718
41.650,2.902360974881,-21.958185963129
42.250,3.192597072591,-21.958185735853
42.800,3.482833169574,-21.958185487062
43.350,3.773069267356,-21.958185216533
43.950,4.063305364920,-21.958184924413
44.450,4.353541462266,-21.958184610704
45.100,4.643777559902,-21.958184275331
45.650,4.934013657321,-21.958183918369
46.200,5.224249754883,-21.958183539620
46.750,5.514485852227,-21.958183139283
47.400,5.804721949534,-21.958182717257
47.900,6.094958047459,-21.958182273591
48.700,6.115035677100,-21.726155545710
49.300,6.115033128151,-21.355811716709
49.850,6.115030579335,-20.985467677296
50.400,6.115028032814,-20.615469217343
50.850,6.115025483844,-20.245124751070
51.550,6.115022934790,-19.874780072635
52.100,6.115020385799,-19.504435181468
52.650,6.115017836884,-19.134090078485
53.200,6.115015287948,-18.763744761208
53.750,6.115012739179,-18.393399231920
54.300,6.115010190243,-18.023053490287
54.900,6.115007643596,-17.653053329181
55.400,6.115005094584,-17.282707161938
55.950,6.115002545633,-16.912360781964
56.500,6.114999996648,-16.542014189144
57.050,6.114997447725,-16.171667382901
57.650,6.114994898851,-15.801320364685
58.150,6.114992349892,-15.430973133616
58.700,6.114989800907,-15.060625690011
59.200,6.114987254391,-14.690623828905
59.750,6.114984705377,-14.320275960094
60.350,6.114982156474,-13.949927877868
60.900,6.114979607481,-13.579579583168
61.450,6.114977058655,-13.209231075766
62.000,6.114974509584,-12.838882355457
62.550,6.114971960570,-12.468533422105
63.100,6.114969414109,-12.098530074885
63.600,6.114966865094,-11.728180716486
64.200,6.114964316163,-11.357831144513
64.650,6.114961767182,-10.987481361537
65.300,6.114959218139,-10.617131364865
65.800,6.114956669304,-10.246781154894
66.350,6.114954120407,-9.876430733987
66.950,6.114951571419,-9.506080099225
67.500,6.114949024839,-9.136075051854
68.000,6.114946475914,-8.765723991294
68.550,6.114943926974,-8.395372718822
69.100,6.114941377979,-8.025021232964
69.750,6.114938829032,-7.654669533753
70.300,6.114936280176,-7.284317623349
70.900,6.114933731124,-6.913965499751
71.300,6.114931182226,-6.543613162138
71.900,6.114928635673,-6.173606414048
72.350,5.880827141950,-6.155279333445
73.050,5.555001846698,-6.155279812034
73.500,5.229632888882,-6.155280262847
74.150,4.904263932083,-6.155280686376
74.700,4.578438637225,-6.155281083145
75.250,4.253069679950,-6.155281452261
75.750,3.927700722527,-6.155281794121
76.200,3.601875427520,-6.155282109366
76.900,3.276506469949,-6.155282396836
77.500,2.951137512740,-6.155282656975
78.050,2.625312217800,-6.155282890378
78.600,2.299943260588,-6.155283096249
79.150,1.974574303049,-6.155283274963
79.750,1.649205345870,-6.155283426345
80.300,1.323380050341,-6.155283550725
80.900,0.998011093342,-6.155283647741
81.400,0.672642136015,-6.155283717599
81.900,0.346816841026,-6.155283760282
82.500,-0.266501386848,-6.238621755172
83.100,-0.266501498031,-6.609320067842
83.700,-0.266501609208,-6.980018166376
84.300,-0.266501720468,-7.350716052747
84.800,-0.266501831718,-7.721759525625
85.400,-0.266501942951,-8.092456984348
85.900,-0.266502054169,-8.463154231317
86.400,-0.266502165291,-8.833851264644
87.000,-0.266502276622,-9.204548084154
87.650,-0.266502387716,-9.575244691903
88.250,-0.266502499098,-9.946286884224
88.800,-0.266502610199,-10.316983064545
89.200,-0.266502721397,-10.687679032080
89.850,-0.266502832527,-11.058374786505
90.400,-0.266502943774,-11.429070327210
91.000,-0.266503054987,-11.799765655715
91.500,-0.266503166356,-12.170806566910
92.050,-0.266503277437,-12.541501467797
92.500,-0.266503388748,-12.912196156399
93.250,-0.266503499794,-13.282890632019
93.700,-0.266503610979,-13.653584893382
94.300,-0.266503722213,-14.024278941671
94.900,-0.266503833548,-14.395318575436
95.450,-0.266503944831,-14.766012196896
96.000,-0.266504055836,-15.136705605306
96.550,-0.266504167148,-15.507398802250
97.100,-0.266504278243,-15.878091784429
97.700,-0.266504389485,-16.248784553816
98.250,-0.266504500730,-16.619822907017
98.850,-0.266504612027,-16.990515249263
99.350,-0.266504723193,-17.361207379718
99.950,-0.266504834380,-17.731899296568
100.550,-0.266504945657,-18.102591000944
101.100,-0.266505056844,-18.473282492057
